2019-04-16 07:25:51,159 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jmutrepair  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_58/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-16 07:25:54,127 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//bin//default from 259 classes with test cases
2019-04-16 07:25:54,138 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-16 07:25:56,440 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//bin//default]
2019-04-16 07:30:13,797 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.util.FastMathTest#checkMissingFastMathClasses
2019-04-16 07:30:13,800 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.optimization.fitting.GaussianFitterTest#testMath519
2019-04-16 07:30:13,805 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2354, fails: 2, GZoltar suspicious 19964
2019-04-16 07:30:13,835 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 2 with susp > 0.5, we consider: 2
2019-04-16 07:30:13,877 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_58//src//default, compliance level: 8
2019-04-16 07:30:35,243 INFO main - 
---- Initial suspicious size: 0
2019-04-16 07:30:35,401 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 168, file MathException.java
2019-04-16 07:30:40,018 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 431, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,020 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 446, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,021 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 443, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,022 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 440, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,023 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 507, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,024 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 517, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,041 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 549, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,042 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 557, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,043 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 564, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,044 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 587, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,045 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 615, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,057 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 613, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,058 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 666, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,059 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 685, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,060 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 680, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,061 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 722, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,062 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 725, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,062 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 729, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,063 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 793, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,064 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 797, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,081 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 802, file LevenbergMarquardtOptimizer.java
2019-04-16 07:30:40,085 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 100, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,085 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 111, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,086 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 114, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,086 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 121, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,086 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 146, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,087 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 145, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,088 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 187, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,088 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 199, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,105 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 230, file NonLinearConjugateGradientOptimizer.java
2019-04-16 07:30:40,106 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 98, file AbstractLinearOptimizer.java
2019-04-16 07:30:40,121 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 191, file LinearConstraint.java
2019-04-16 07:30:40,121 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 195, file LinearConstraint.java
2019-04-16 07:30:40,122 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 108, file LinearObjectiveFunction.java
2019-04-16 07:30:40,122 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 112, file LinearObjectiveFunction.java
2019-04-16 07:30:40,124 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 65, file SimplexSolver.java
2019-04-16 07:30:40,125 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 90, file SimplexSolver.java
2019-04-16 07:30:40,125 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 88, file SimplexSolver.java
2019-04-16 07:30:40,125 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 86, file SimplexSolver.java
2019-04-16 07:30:40,125 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 106, file SimplexSolver.java
2019-04-16 07:30:40,125 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 100, file SimplexSolver.java
2019-04-16 07:30:40,126 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 98, file SimplexSolver.java
2019-04-16 07:30:40,126 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 129, file SimplexSolver.java
2019-04-16 07:30:40,126 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 139, file SimplexSolver.java
2019-04-16 07:30:40,126 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 156, file SimplexSolver.java
2019-04-16 07:30:40,126 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 165, file SimplexSolver.java
2019-04-16 07:30:40,144 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 129, file SimplexTableau.java
2019-04-16 07:30:40,144 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 136, file SimplexTableau.java
2019-04-16 07:30:40,145 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 162, file SimplexTableau.java
2019-04-16 07:30:40,145 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 173, file SimplexTableau.java
2019-04-16 07:30:40,146 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 189, file SimplexTableau.java
2019-04-16 07:30:40,146 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 200, file SimplexTableau.java
2019-04-16 07:30:40,147 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 198, file SimplexTableau.java
2019-04-16 07:30:40,147 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 205, file SimplexTableau.java
2019-04-16 07:30:40,148 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 235, file SimplexTableau.java
2019-04-16 07:30:40,148 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 260, file SimplexTableau.java
2019-04-16 07:30:40,161 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 290, file SimplexTableau.java
2019-04-16 07:30:40,161 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 288, file SimplexTableau.java
2019-04-16 07:30:40,162 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 302, file SimplexTableau.java
2019-04-16 07:30:40,162 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 311, file SimplexTableau.java
2019-04-16 07:30:40,162 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 319, file SimplexTableau.java
2019-04-16 07:30:40,163 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 328, file SimplexTableau.java
2019-04-16 07:30:40,163 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 356, file SimplexTableau.java
2019-04-16 07:30:40,164 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 377, file SimplexTableau.java
2019-04-16 07:30:40,164 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 382, file SimplexTableau.java
2019-04-16 07:30:40,165 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 537, file SimplexTableau.java
2019-04-16 07:30:40,165 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 541, file SimplexTableau.java
2019-04-16 07:30:40,166 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 112, file AbstractUnivariateRealOptimizer.java
2019-04-16 07:30:40,166 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 115, file AbstractUnivariateRealOptimizer.java
2019-04-16 07:30:40,205 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 92, file BracketFinder.java
2019-04-16 07:30:40,206 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 95, file BracketFinder.java
2019-04-16 07:30:40,206 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 121, file BracketFinder.java
2019-04-16 07:30:40,206 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 158, file BracketFinder.java
2019-04-16 07:30:40,207 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 150, file BracketFinder.java
2019-04-16 07:30:40,207 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 172, file BracketFinder.java
2019-04-16 07:30:40,208 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 170, file BracketFinder.java
2019-04-16 07:30:40,208 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 167, file BracketFinder.java
2019-04-16 07:30:40,208 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 148, file BracketFinder.java
2019-04-16 07:30:40,209 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 202, file BracketFinder.java
2019-04-16 07:30:40,220 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 77, file BrentOptimizer.java
2019-04-16 07:30:40,221 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 80, file BrentOptimizer.java
2019-04-16 07:30:40,221 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 101, file BrentOptimizer.java
2019-04-16 07:30:40,221 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 115, file BrentOptimizer.java
2019-04-16 07:30:40,222 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 145, file BrentOptimizer.java
2019-04-16 07:30:40,222 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 163, file BrentOptimizer.java
2019-04-16 07:30:40,223 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 162, file BrentOptimizer.java
2019-04-16 07:30:40,224 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 171, file BrentOptimizer.java
2019-04-16 07:30:40,224 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 154, file BrentOptimizer.java
2019-04-16 07:30:40,225 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 139, file BrentOptimizer.java
2019-04-16 07:30:40,225 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 190, file BrentOptimizer.java
2019-04-16 07:30:40,226 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 189, file BrentOptimizer.java
2019-04-16 07:30:40,226 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 200, file BrentOptimizer.java
2019-04-16 07:30:40,227 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 206, file BrentOptimizer.java
2019-04-16 07:30:40,227 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 218, file BrentOptimizer.java
2019-04-16 07:30:40,228 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 229, file BrentOptimizer.java
2019-04-16 07:30:40,228 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 223, file BrentOptimizer.java
2019-04-16 07:30:40,229 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 205, file BrentOptimizer.java
2019-04-16 07:30:40,241 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 242, file BrentOptimizer.java
2019-04-16 07:30:40,241 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 241, file BrentOptimizer.java
2019-04-16 07:30:40,242 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 133, file BrentOptimizer.java
2019-04-16 07:30:40,243 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 76, file MultiStartUnivariateRealOptimizer.java
2019-04-16 07:30:40,244 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 80, file MultiStartUnivariateRealOptimizer.java
2019-04-16 07:30:40,244 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 141, file MultiStartUnivariateRealOptimizer.java
2019-04-16 07:30:40,244 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 178, file MultiStartUnivariateRealOptimizer.java
2019-04-16 07:30:40,244 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 197, file MultiStartUnivariateRealOptimizer.java
2019-04-16 07:30:40,244 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 195, file MultiStartUnivariateRealOptimizer.java
2019-04-16 07:30:40,245 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 111, file AbstractRandomGenerator.java
2019-04-16 07:30:40,245 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 115, file AbstractRandomGenerator.java
2019-04-16 07:30:40,245 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 157, file AbstractRandomGenerator.java
2019-04-16 07:30:40,246 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 253, file AbstractRandomGenerator.java
2019-04-16 07:30:40,246 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 266, file AbstractRandomGenerator.java
2019-04-16 07:30:40,247 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 154, file AbstractWell.java
2019-04-16 07:30:40,247 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 161, file AbstractWell.java
2019-04-16 07:30:40,248 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 99, file BitsStreamGenerator.java
2019-04-16 07:30:40,248 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 125, file BitsStreamGenerator.java
2019-04-16 07:30:40,248 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 139, file BitsStreamGenerator.java
2019-04-16 07:30:40,249 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 94, file CorrelatedRandomVectorGenerator.java
2019-04-16 07:30:40,249 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 196, file CorrelatedRandomVectorGenerator.java
2019-04-16 07:30:40,250 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 203, file CorrelatedRandomVectorGenerator.java
2019-04-16 07:30:40,250 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 213, file CorrelatedRandomVectorGenerator.java
2019-04-16 07:30:40,250 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 219, file CorrelatedRandomVectorGenerator.java
2019-04-16 07:30:40,250 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 211, file CorrelatedRandomVectorGenerator.java
2019-04-16 07:30:40,268 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 143, file EmpiricalDistributionImpl.java
2019-04-16 07:30:40,268 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 220, file EmpiricalDistributionImpl.java
2019-04-16 07:30:40,268 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 217, file EmpiricalDistributionImpl.java
2019-04-16 07:30:40,268 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 330, file EmpiricalDistributionImpl.java
2019-04-16 07:30:40,268 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 374, file EmpiricalDistributionImpl.java
2019-04-16 07:30:40,269 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 386, file EmpiricalDistributionImpl.java
2019-04-16 07:30:40,269 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 385, file EmpiricalDistributionImpl.java
2019-04-16 07:30:40,269 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 383, file EmpiricalDistributionImpl.java
2019-04-16 07:30:40,272 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 163, file MersenneTwister.java
2019-04-16 07:30:40,272 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 178, file MersenneTwister.java
2019-04-16 07:30:40,272 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 182, file MersenneTwister.java
2019-04-16 07:30:40,273 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 227, file MersenneTwister.java
2019-04-16 07:30:40,321 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 178, file RandomAdaptor.java
2019-04-16 07:30:40,322 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 185, file RandomAdaptor.java
2019-04-16 07:30:40,322 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 193, file RandomAdaptor.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 154, file RandomDataImpl.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 180, file RandomDataImpl.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 200, file RandomDataImpl.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 220, file RandomDataImpl.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 250, file RandomDataImpl.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 311, file RandomDataImpl.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 332, file RandomDataImpl.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 358, file RandomDataImpl.java
2019-04-16 07:30:40,327 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 374, file RandomDataImpl.java
2019-04-16 07:30:40,328 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 409, file RandomDataImpl.java
2019-04-16 07:30:40,328 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 416, file RandomDataImpl.java
2019-04-16 07:30:40,329 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 406, file RandomDataImpl.java
2019-04-16 07:30:40,329 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 427, file RandomDataImpl.java
2019-04-16 07:30:40,341 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 433, file RandomDataImpl.java
2019-04-16 07:30:40,341 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 437, file RandomDataImpl.java
2019-04-16 07:30:40,342 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 440, file RandomDataImpl.java
2019-04-16 07:30:40,342 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 365, file RandomDataImpl.java
2019-04-16 07:30:40,342 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 462, file RandomDataImpl.java
2019-04-16 07:30:40,342 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 483, file RandomDataImpl.java
2019-04-16 07:30:40,342 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 512, file RandomDataImpl.java
2019-04-16 07:30:40,342 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 701, file RandomDataImpl.java
2019-04-16 07:30:40,342 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 717, file RandomDataImpl.java
2019-04-16 07:30:40,342 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 734, file RandomDataImpl.java
2019-04-16 07:30:40,343 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 748, file RandomDataImpl.java
2019-04-16 07:30:40,343 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 837, file RandomDataImpl.java
2019-04-16 07:30:40,343 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 841, file RandomDataImpl.java
2019-04-16 07:30:40,343 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 876, file RandomDataImpl.java
2019-04-16 07:30:40,343 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 880, file RandomDataImpl.java
2019-04-16 07:30:40,343 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 919, file RandomDataImpl.java
2019-04-16 07:30:40,343 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 940, file RandomDataImpl.java
2019-04-16 07:30:40,344 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 56, file UncorrelatedRandomVectorGenerator.java
2019-04-16 07:30:40,346 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 251, file ValueServer.java
2019-04-16 07:30:40,347 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 268, file ValueServer.java
2019-04-16 07:30:40,347 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 315, file ValueServer.java
2019-04-16 07:30:40,347 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 342, file ValueServer.java
2019-04-16 07:30:40,348 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 349, file ValueServer.java
2019-04-16 07:30:40,348 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 345, file ValueServer.java
2019-04-16 07:30:40,352 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 135, file Beta.java
2019-04-16 07:30:40,355 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 126, file Beta.java
2019-04-16 07:30:40,355 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 122, file Beta.java
2019-04-16 07:30:40,355 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 193, file Beta.java
2019-04-16 07:30:40,356 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 55, file Erf.java
2019-04-16 07:30:40,356 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 59, file Erf.java
2019-04-16 07:30:40,356 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 85, file Erf.java
2019-04-16 07:30:40,373 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 98, file Gamma.java
2019-04-16 07:30:40,373 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 189, file Gamma.java
2019-04-16 07:30:40,373 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 187, file Gamma.java
2019-04-16 07:30:40,374 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 170, file Gamma.java
2019-04-16 07:30:40,374 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 168, file Gamma.java
2019-04-16 07:30:40,374 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 166, file Gamma.java
2019-04-16 07:30:40,374 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 247, file Gamma.java
2019-04-16 07:30:40,374 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 245, file Gamma.java
2019-04-16 07:30:40,374 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 243, file Gamma.java
2019-04-16 07:30:40,374 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 295, file Gamma.java
2019-04-16 07:30:40,374 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 301, file Gamma.java
2019-04-16 07:30:40,375 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 324, file Gamma.java
2019-04-16 07:30:40,375 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 328, file Gamma.java
2019-04-16 07:30:40,491 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 112, file Frequency.java
2019-04-16 07:30:40,491 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 117, file Frequency.java
2019-04-16 07:30:40,491 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 199, file Frequency.java
2019-04-16 07:30:40,491 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 205, file Frequency.java
2019-04-16 07:30:40,491 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 265, file Frequency.java
2019-04-16 07:30:40,492 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 315, file Frequency.java
2019-04-16 07:30:40,492 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 318, file Frequency.java
2019-04-16 07:30:40,492 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 323, file Frequency.java
2019-04-16 07:30:40,492 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 330, file Frequency.java
2019-04-16 07:30:40,492 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 337, file Frequency.java
2019-04-16 07:30:40,492 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 341, file Frequency.java
2019-04-16 07:30:40,492 INFO main - --ModificationPoint:CtIfImpl, suspValue 0.0, line 348, file Frequency.java
